id,nombre,precio,categoria,descripcion,activo,creado_en
36,Burrito Pizzero,85.00,burritos,Tortilla de harina XL con carne, pepperoni y queso, frijoles, lechuga, jitomate, crema y papas a la francesa,TRUE,2024-05-22
37,Burrito Deluxe,85.00,burritos,Tortilla de harina XL con arrachera y queso, frijoles, lechuga, jitomate, crema y papas a la francesa,TRUE,2024-05-22
38,Sandwich de Jamón,25.00,sandwiches,Pan blanco o integral con jamón (50 gr), queso mix o panela, frijoles, mayonesa y vegetales,TRUE,2024-05-22
39,Sandwich de Salchicha,25.00,sandwiches,Pan blanco o integral con salchicha (100 gr), queso mix o panela, frijoles, mayonesa y vegetales,TRUE,2024-05-22
40,Sandwich de Huevo,28.00,sandwiches,Pan blanco o integral con huevo (1 pz), queso mix o panela, frijoles, mayonesa y vegetales,TRUE,2024-05-22
41,Sandwich de Pollo,40.00,sandwiches,Pan blanco o integral con pollo a la plancha (100 gr), queso mix o panela, frijoles, mayonesa y vegetales,TRUE,2024-05-22
42,Sandwich de Pavo,40.00,sandwiches,Pan blanco o integral con pechuga de pavo (50 gr), queso mix o panela, frijoles, mayonesa y vegetales,TRUE,2024-05-22
43,Suizo,45.00,sandwiches,Champiñones a la plancha (30 gr), queso mix (50 gr) y queso panela (30 gr),TRUE,2024-05-22
44,California,55.00,sandwiches,Pollo empanizado (80 gr) y queso Philadelphia (25 gr),TRUE,2024-05-22
45,Campirano,55.00,sandwiches,Pollo a la BBQ (100 gr), jamón (35 gr) y queso mix (40 gr),TRUE,2024-05-22
46,Club Sandwich,75.00,sandwiches,Pollo deshebrado (40 gr), jamón (35 gr), queso mix (40 gr), tocino (1 rebanada) y queso amarillo,TRUE,2024-05-22
47,Hamburguesa Sencilla,65.00,hamburguesas,Carne artesanal con queso amarillo (1 reb.) y papas a la francesa,TRUE,2024-05-22
48,Hamburguesa Doble Queso,75.00,hamburguesas,Carne artesanal con queso amarillo y queso mix (40 gr) y papas a la francesa,TRUE,2024-05-22
49,Ensalada CIC,85.00,ensaladas,Mix de lechugas, jicama, zanahoria, jitomate, pepino, cacahuate natural, espinaca y pollo a la plancha con agua del día,TRUE,2024-05-22
50,Ensalada Atún Cuántico,85.00,ensaladas,Mix de lechugas, pepino, jitomate cheerry, elotito, queso panela y atún (100 gr) en agua con agua del día,TRUE,2024-05-22
